samp_name	biosamples_accession	sample_alt_lab_ids	source_mat_id	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
TEP52				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321201	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP53				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321202	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP54				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321203	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP55				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321204	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP56				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321205	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP57				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321206	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP57_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321212	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP58				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8525	8595	8455							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321207	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP60				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8300	8650	7950							ILLUMINA	WGS	0.000217	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0969			MT321208	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP60_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321213	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP61				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8700	8750	8650							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321209	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP68_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8800	8850	8750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321214	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP7				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	7850	7950	7750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321257	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP7_depo				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8400	8450	8350							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321259	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP72_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8800	8850	8750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321215	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP78_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8600	8650	8550							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	-	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP8				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	7850	7950	7750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321258	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP8_depo				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8400	8450	8350							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321260	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP83_2014				missing	male					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8365	8419	8311	radiocarbon dating						ILLUMINA	WGS; Targeted-Capture	0.011697	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		3.4181			SAMEA6516193	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP87_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8700	8750	8650							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321217	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP93_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8700	8750	8650							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321218	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
TEP94_2014				missing	missing					38.171882	34.493847	Turkey	Tepecik-Çiftlik Höyük	8700	8750	8650							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321219	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU12				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8700	8950	8450							ILLUMINA	WGS	0.002104	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.1355			MT321192	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU23				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	7750	7950	7550							ILLUMINA	WGS	0.003868	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.1295			-	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU26				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8625	8800	8450							ILLUMINA	WGS; Targeted-Capture	0.001744	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.20005			SAMEA8740554	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU27				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8700	8950	8450							ILLUMINA	WGS	0.000116	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0052			MT321193	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU32				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8200	8450	7950							ILLUMINA	WGS	2.9e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0192			MT321227	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU34				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8200	8450	7950							ILLUMINA	WGS	0.000422	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.1338			MT321228	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU36				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8200	8450	7950							ILLUMINA	WGS	9.4e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0032			MT321229	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU37				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8200	8450	7950							ILLUMINA	WGS	6.7e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0029			-	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU4				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8700	8950	8450							ILLUMINA	WGS	2.4e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0			MT321194	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU6				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8700	8950	8450							ILLUMINA	WGS	4.2e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0			MT321195	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
ULU9				missing	missing					38.466728	27.352074	Turkey	Ulucak Höyük	8700	8950	8450							ILLUMINA	WGS	0.000131	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0131			-	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
10304	SAMEA3909844; SAMEA3909853	missing	Coat (10304) 	skin of body, UBERON:0002097	missing	https://doi.org/10.1038/srep31279	Sheep	9940.0	Ovis, Ovis aries	46.779423845180986	10.839684636412922	Italy	Otzal Alps	5177.5	5300	5055	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	 missing	none	double	https://doi.org/10.1038/srep31279	ILLUMINA	Targeted-Capture	complete	20.6	none	double	missing	https://doi.org/10.1038/srep31279		Laura; Kevin	
OCD	SAMEA3909841; SAMEA3909850	missing	Dark coat (OCD)	skin of body, UBERON:0002097	missing	https://doi.org/10.1038/srep31279	Sheep	9940.0	Ovis, Ovis aries	46.779423845180986	10.839684636412922	Italy	Otzal Alps	5177.5	5300	5055	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	 missing	none	double	https://doi.org/10.1038/srep31279	ILLUMINA	Targeted-Capture	complete	15.5	none	double	missing	https://doi.org/10.1038/srep31279		Laura; Kevin	
OCL2	SAMEA3909842; SAMEA3909851	missing	Light Coat (OCL2)	skin of body, UBERON:0002097	missing	https://doi.org/10.1038/srep31279	Sheep	9940.0	Ovis, Ovis aries	46.779423845180986	10.839684636412922	Italy	Otzal Alps	5177.5	5300	5055	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	 missing	none	double	https://doi.org/10.1038/srep31279	ILLUMINA	Targeted-Capture	complete	3.6	none	double	missing	https://doi.org/10.1038/srep31279		Laura; Kevin	
OLC	SAMEA3909852; SAMEA3909843	missing	Loincloth (OLC) 	skin of body, UBERON:0002097	missing	https://doi.org/10.1038/srep31279	Sheep	9940.0	Ovis, Ovis aries	46.779423845180986	10.839684636412922	Italy	Otzal Alps	5177.5	5300	5055	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	 missing	none	double	https://doi.org/10.1038/srep31279	ILLUMINA	Targeted-Capture	complete	48.3	none	double	missing	https://doi.org/10.1038/srep31279		Laura; Kevin	
AQ17				scapula	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.291692	13.482981	Italy	Ocre	950	1050	850							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Macrogen sequencing??	AMPLICON	D-loop	not applicable		not applicable	KJ184161	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
AQ6				metatarsal bone, UBERON:0001448	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.291692	13.482981	Italy	Ocre	900	950	850							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	D-loop	not applicable		not applicable	KJ184160	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
OA1				molar I	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.48919	12.132038	Italy	Ferento	900	1050	750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	D-loop	not applicable		not applicable	KJ184142	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
OA10				molar III	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.48919	12.132038	Italy	Ferento	900	1050	750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	D-loop	not applicable		not applicable	KJ184148	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
OA11				metatarsal bone, UBERON:0001448	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.48919	12.132038	Italy	Ferento	900	1050	750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	D-loop	not applicable		not applicable	KJ184149	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
OA12				metatarsal bone, UBERON:0001448	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.48919	12.132038	Italy	Ferento	900	1050	750							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	D-loop	not applicable		not applicable	KJ184150	https://doi.org/10.1111/age.12289		Laura; Dani Kitaygorodskiy	
