samp_name	biosamples_accession	sample_alt_lab_ids	source_mat_id	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
Blagotin20	SAMEA113400646	KD060, aBLG20-SRB	BLF IV-02	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.717483	21.0978982	Serbia	Blagotin-Poljna	8225	8425	8025	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.46	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	820.87	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Blagotin4	SAMEA113400647	KD043, aBLG04-SRB	BLF IV-02	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.717483	21.0978982	Serbia	Blagotin-Poljna	8225	8425	8025	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	43.63	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Blagotin6	SAMEA113400648	KD045, aBLG06-SRB	BLF II-1; JA 2; ZM7	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.717483	21.0978982	Serbia	Blagotin-Poljna	8225	8425	8025	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.15	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	698.84	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Blagotin7	SAMEA113400649	KD046, aBLG07-SRB	BLF II-2, JA2; ZM7	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.717483	21.0978982	Serbia	Blagotin-Poljna	8154.5	8285	8024	radiocarbon dating	7337	37	UBA-40262	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.75	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	597.73	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Blagotin9	SAMEA113400650	KD048, aBLG09-SRB	BLJa III, ZM6	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.717483	21.0978982	Serbia	Blagotin-Poljna	8225	8425	8025	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.21	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	476.83	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Bubanj1	SAMEA113400651	KD057, aBUBA1-SRB	BU12/229/2	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.3275035	21.8157148	Serbia	Bubanj-Novo Selo	6296	6390	6202	radiocarbon dating	5478	31	UBA-40260	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	5.58	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	2348.15	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Dublin1	SAMEA113400653	VEM129, aDUBL1-IRL	MCS4	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	53.8132	-6.75617	Ireland	Moynagh Crannog	1250	1450	1050	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.37	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	46.9	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Dublin2	SAMEA113400654	VEM130, aDUBL2-IRL	FS I:2:12	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	53.343889	-6.27	Ireland	Fishamble Street	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.29	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	51.51	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Dublin3	SAMEA113400655	VEM131, aDUBL3-IRL	FS II:I:379	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	53.343889	-6.27	Ireland	Fishamble Street	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.78	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	38.15	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Dzhulyunitsa1	SAMEA113400656	KD105, aDZHU1-BGR	Bag 79, sp. 1553	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.1375897	25.9019634	Bulgaria	Dzhulyunitsa	7300	7500	7100	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.78	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	125.21	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Dzhulyunitsa2	SAMEA113400657	KD106, aDZHU2-BGR	Bag 95, sp. 3128	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	43.1375897	25.9019634	Bulgaria	Dzhulyunitsa	7300	7500	7100	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	4.38	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Erbaba1	SAMEA113400733	Sub1, aSUBE1-TUR	Suberde 269	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	37.352004	31.925888	Turkey	Suberde/Erbaba Höyük	8319.5	8369	8270	radiocarbon dating	7475	26	OxA-43560	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.25	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	424.64	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Erbaba3	SAMEA113400734	Sub3, aSUBE3-TUR	Suberde 294	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	37.352004	31.925888	Turkey	Suberde/Erbaba Höyük	9150	9350	8950	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	2.7	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	31.27	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Frankfurt1	SAMEA113400660	KD028, aFRAN1-DEU	Fr17	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	50.1612625	8.6424693	Germany	Frankfurt-Heddernheim	1700	1900	1500	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	2.38	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	521.58	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor1	SAMEA113400664	AH065, aGEO13-GEO	1461 F026 Ph6	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.56	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	109.78	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor10	SAMEA113400665	AH072, aGEO10-GEO	1524 F187 Ph3	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.49	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	119.28	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor11	SAMEA113400666	AH073, aGEO11-GEO	355 F042 Ph6	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.56	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	112.31	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor5	SAMEA113400667	AH069-1, aGEO05-GEO	539 F036 Ph5	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.55	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	94.79	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor6	SAMEA113400668	AH069-2, aGEO06-GEO	539 F036 Ph5	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.45	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	78.01	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor7	SAMEA113400669	AH070-1, aGEO07-GEO	751 F070 Ph5	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.55	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	107.74	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Geor8	SAMEA113400670	AH070-2, aGEO08-GEO	751 F070 Ph5	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.57	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	111.71	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Georgia1	SAMEA113400671	KD244, aGEO01-GEO	226, F022, Phase 5	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.25	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	59.79	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Georgia2	SAMEA113400672	KD245, aGEO02-GEO	518, F037, Phase 5	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.31	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	55.78	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Georgia3	SAMEA113400673	KD246, aGEO03-GEO	610, F077, Phase 5, #1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.16	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	66.02	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Georgia4	SAMEA113400674	KD247, aGEO04-GEO	169, Q027, Phase 5, #1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	42.746109	44.623487	Georgia	Tamara Fort	900	1100	700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.13	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	29.79	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Guver1	SAMEA113400676	P2/Ovis 178-I , aGUV178-TUR	4554	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	7000	7200	6800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture	0.3	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	60.01	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Guver2	SAMEA113400677	P3/Ovis 179-I, aGUV179-TUR	4538	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	7000	7200	6800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture	0.17	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	111.67	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Guver3	SAMEA113400678	P4/Ovis 180-I, aGUV180-TUR	4555	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	6875	6954	6796	radiocarbon dating	6042	22	MAMS-61234	https://doi.org/10.1126/science.adn2094		ILLUMINA	Targeted-Capture	2.84	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	430.87	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Guver5	SAMEA113400679	Q2/Ovis 182-I, aGUV182-TUR	4519	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	6875	7075	6675	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture	0.26	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	45.24	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Guver7	SAMEA113400681	Q4/Güv 02-I , aGUV02-TUR	3115	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	7000	7200	6800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture	0.09	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	11.47	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
Herxheim7	SAMEA113400684	KD038, aHERX7-DEU	Hxh15	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	49.1456391	8.2135861	Germany	Herxheim	7000	7200	6800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.34	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	37.43	not applicable	not applicable	missing	https://doi.org/10.1126/sciadv.adj0954	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate). mtDNA in sample_alt_lab_ids. mtDNA sequence provided in a common alignment at publicly available at https://figshare.com/articles/dataset/Ancient_mitogenomes_from_Pre-Pottery_Neolithic_Central_Anatolia_and_the_effects_of_a_Late_Neolithic_bottleneck_in_sheep_i_Ovis_aries_i_/24552790	Kevin	yes
